username, created_at, lng, lat, text
JamesWo35589823, Fri Apr 24 06:20:17 +0000 2020, -123.480062, 48.426763, I think I might run tomorrow morning. As inR-ealize I have U-tterlyN-o Motivation and give up 
Dbunk__, Fri Apr 24 06:20:17 +0000 2020, -89.922029, 35.133521, @davidgura HOW MANY DAYS TILL PRESIDENTIAL ELECTION 🗳???? 
AjthreetJ, Fri Apr 24 06:20:17 +0000 2020, -121.375689, 38.604033, @SupremeSonGoku I wish the women of Dragon Ball show more strong role like Mai. 
Sotos72, Fri Apr 24 06:20:17 +0000 2020, -87.997808, 42.011932, Fuck Turkey ✔ 
ProdbyJohnnylee, Fri Apr 24 06:20:17 +0000 2020, -97.285913, 32.779967, @Habl0Espanol Nah Adams is pissed Lmfaoo 
eat_sleep_laugh, Fri Apr 24 06:20:17 +0000 2020, -84.156379, 33.738038, @chico_dykey Right thooo https://t.co/ncy7rpJTkX 
LaLa_Leasure, Fri Apr 24 06:20:18 +0000 2020, -73.968542, 40.780709, @Braingetter Lmfao incredible 
desirae_baca, Fri Apr 24 06:20:18 +0000 2020, -117.462698, 34.108160, my face breaking out so bad mane 
BigSteppa_1, Fri Apr 24 06:20:18 +0000 2020, -86.142922, 39.779562, 😂🤷🏾‍♂️ 
eddiekillaa, Fri Apr 24 06:20:18 +0000 2020, -105.550890, 38.997936, @ovoflow https://t.co/vybxrVRls5 
kushaholic22, Fri Apr 24 06:20:18 +0000 2020, -100.076888, 31.168893, @thealyssanycole It bacc 👀 
bvndzvisualz, Fri Apr 24 06:20:19 +0000 2020, -115.223125, 36.232915, facts 
Jessica09617640, Fri Apr 24 06:20:19 +0000 2020, -100.196134, 25.676603, Arjona es el puto amo para hacerte sentir todo con una canción 😞 
BeeBoisseau, Fri Apr 24 06:20:19 +0000 2020, -77.493170, 37.529883, @innanetjames 🔥🔥🔥🔥🔥 
JNass, Fri Apr 24 06:20:19 +0000 2020, -74.024507, 40.790512, I saw the whole presser and in no instance did he say that. Yiu guys have lost it. 
benarchie, Fri Apr 24 06:20:19 +0000 2020, -117.294096, 34.134925, I can’t believe people think Michael Jackson can step to Youngboy 
BECCA_GCC, Fri Apr 24 06:20:19 +0000 2020, -71.114393, 42.044572, LMAOOOO 
tentwentysixpm, Fri Apr 24 06:20:19 +0000 2020, -118.411907, 34.020789, “before i start investing all my money, imma take a SICK TRIP OUT TO CANCUN WITH MY BOYS!”https://t.co/xGubaVQhac 
shelbyweimer3, Fri Apr 24 06:20:19 +0000 2020, -118.411907, 34.020789, WHAT. THE. FUCK???????????? 
BruthaEli, Fri Apr 24 06:20:20 +0000 2020, -117.104989, 32.810012, 🙌🏻🔥 
DTCCriskON, Fri Apr 24 06:20:20 +0000 2020, -96.761753, 32.819858, Time for payback patriots. #KeepStackingTheAmmo 
_amranh, Fri Apr 24 06:20:20 +0000 2020, -93.459429, 44.846200, COVID19 -the grinch who stole Ramadhan. 
biagiojs, Fri Apr 24 06:20:20 +0000 2020, -83.804475, 27.698682, Buen álbum rompiste @feid https://t.co/skvD1nZylc 
tbomb46, Fri Apr 24 06:20:20 +0000 2020, -77.604684, 41.117936, @tfirestone6 @Moes_HQ Count me IN 
crawfordsjonah, Fri Apr 24 06:20:20 +0000 2020, -86.145320, 39.583039, stan https://t.co/I15Ykgdyc7 
jctorres43, Fri Apr 24 06:20:20 +0000 2020, -97.285913, 32.779967, HAPPY BIRTHDAY 23rd TO ME!!!!!! 
SEAmbassador_, Fri Apr 24 06:20:20 +0000 2020, -95.446486, 29.838495, Cowboys prolly the third best team in the nfc 
charlesjayevans, Fri Apr 24 06:20:20 +0000 2020, -121.779628, 36.679868, cereal hit different at night 🤤 
L_kotoure, Fri Apr 24 06:20:20 +0000 2020, -74.419331, 40.429227, @CallHerStoni @kayda_xo @CinVCon @KeNaiyaa I think people take how Aries is so frank and straight to the point in a… https://t.co/gK2322l1Lk 
Salma_love18, Fri Apr 24 06:20:21 +0000 2020, -83.804475, 27.698682, @LandoFYA Watching Hulu 
JaMalikBBP, Fri Apr 24 06:20:21 +0000 2020, -73.968542, 40.780709, @NativeSonNow Also I wasn’t sure if he was out but I defiantly saw a reflection of myself when I saw his first musi… https://t.co/Dai5tCgnUw 
Bryant0723, Fri Apr 24 06:20:21 +0000 2020, -118.411907, 34.020789, Yooo I didn't go to college for like 7 years to not graduate on stage 
iDrinkGallons, Fri Apr 24 06:20:21 +0000 2020, -158.011169, 21.384588, Made some at home cappuccinos and latte’s today....who even needs @Starbucks 
MakeupByBenna, Fri Apr 24 06:20:21 +0000 2020, -122.194398, 47.481598, Just following the “trend” #COVID19 #Kardashian #idgaf https://t.co/pXRuNsxx7I 
BucbabeJill, Fri Apr 24 06:20:21 +0000 2020, -82.432978, 27.705530, Praying for you, Rep Jones!  🙏💕 
brownbone_kee, Fri Apr 24 06:20:22 +0000 2020, -76.620482, 39.284713, You go up for 24hrs &amp; then gets deleted 🤗 
cjthejiant, Fri Apr 24 06:20:21 +0000 2020, -94.931595, 30.720739, @shiiaanneee https://t.co/aACduuMxKh 
peter17cab, Fri Apr 24 06:20:22 +0000 2020, -118.346153, 33.953633, miss driving, my friends don’t invite me out to drives 
Myrenthiatopac1, Fri Apr 24 06:20:22 +0000 2020, -83.804475, 27.698682, @Inevitable_ET I always thought the Vit D deficiency didn't smell right. How can people who live out their lives in… https://t.co/AoXp5PjEez 
HG2films, Fri Apr 24 06:20:22 +0000 2020, -118.411907, 34.020789, Happy Jummat and Ramadan Mubarak May Allah accept our act of ibadah 🙏 
jordynperryy, Fri Apr 24 06:20:22 +0000 2020, -87.732013, 41.833585, No, your email did not find me well. We are in a pandemic. Stop contacting me. 
djprymetyme, Fri Apr 24 06:20:22 +0000 2020, -122.330602, 47.614817, I don’t 🙋🏽‍♂️ Rather watch @TheLastOGtbs then watch @realDonaldTrump lying ass on any tv On👌🏽’s 
ya_boi_dowian, Fri Apr 24 06:20:23 +0000 2020, -120.583402, 44.145437, I’d rather have no space to myself than share a space 
taliaanena, Fri Apr 24 06:20:23 +0000 2020, -122.676108, 38.452218, F*** you all night we ain’t gon stop till da sun is up 
Not_Applicable_, Fri Apr 24 06:20:23 +0000 2020, -117.924892, 33.889347, @BKFUniversity Interesting —- any thoughts on which proposal you think has the most chance of sticking ? 
preble_katrina, Fri Apr 24 06:20:23 +0000 2020, -68.795412, 44.811756, Your Godess, gere....this is your last go 'round, richard. You, and the others, ash. 
BrandonBeemer18, Fri Apr 24 06:20:23 +0000 2020, -110.720675, 32.046129, You wanted to play the slow game , that’s how you lost me. 💀 
JaQuayDaGreat, Fri Apr 24 06:20:23 +0000 2020, -90.276813, 38.755407, Aye they wildin at these home draft, everybody trynna get on bro good side for some money 
JOHNWIC89250665, Fri Apr 24 06:20:23 +0000 2020, -118.503259, 34.415631, @JohnHerndonJr @JohnOwning Thank you, use Devin he has speed and not scared of the big stage. 
BenisonRyan, Fri Apr 24 06:20:24 +0000 2020, -121.716454, 37.931388, Can you all stay home so quarantine can be over, I need a haircut😔 
Lonni_Stoopid, Fri Apr 24 06:20:23 +0000 2020, -76.888770, 38.861673, @kiwuandakidd Oh no saweetie y’all liking this but y’all are being stingy with that follow button so click it.....… https://t.co/spQkDbwQok 
dancecheetah18, Fri Apr 24 06:20:23 +0000 2020, -117.366128, 33.873089, 3 
2PointNO, Fri Apr 24 06:20:24 +0000 2020, -73.948775, 40.655138, Tbh 
_brookemaxwell_, Fri Apr 24 06:20:24 +0000 2020, -86.441236, 39.766555, sometimes all people need is someone talk too. nothing more, nothing less. 
jazminekiana, Fri Apr 24 06:20:24 +0000 2020, -83.641199, 32.582630, @stuckonkiya Go listen to blame it on baby rq then holla at me shawt 
caffeinecrossx, Fri Apr 24 06:20:24 +0000 2020, -90.431743, 38.577700, Can someone who understands gender explain it to me 
VanettyV, Fri Apr 24 06:20:24 +0000 2020, -111.498181, 28.969863, Estoy a nada de hacerme fleco aiuda 
LeoAPE504, Fri Apr 24 06:20:24 +0000 2020, -84.322812, 33.440984, Why you ducking pulling dawg? You ain’t got to be under homie comments like that 🤨 
_primeobjective, Fri Apr 24 06:20:24 +0000 2020, -75.117998, 40.004866, @Queenfully__ @DirteeSprite That’s the one LB short n simple. 
HoweyLiz, Fri Apr 24 06:20:24 +0000 2020, -123.370838, 48.496225, @MSNBC RT RT RT RT 
KurtZierlein, Fri Apr 24 06:20:24 +0000 2020, -118.411907, 34.020789, @meelsdc https://t.co/m0OPc7lAyU 
IfYouSeekTrey, Fri Apr 24 06:20:24 +0000 2020, -96.761753, 32.819858, @TheAJayII @lennonstella react to her new album 🙌🏻🙌🏻@TheAJayII 
53Chriss, Fri Apr 24 06:20:24 +0000 2020, -98.540651, 29.417501, @Dja_2113 Idk but it’s fucking gold 
TweetswithLogan, Fri Apr 24 06:20:24 +0000 2020, -83.173867, 32.678207, @Prime_VC Literally 😂😂😂 
r_norsworthy, Fri Apr 24 06:20:24 +0000 2020, -100.076888, 31.168893, @MamaGabo_ Come see me bby 
Tashakaye_, Fri Apr 24 06:20:24 +0000 2020, -75.770041, 42.746617, That Bobo doll experiment from Albert Bandura really changed the face of behavioral models for psychology. That’s why I love this shit. 
Lazkan0, Fri Apr 24 06:20:24 +0000 2020, -109.103726, 25.921947, @HugeFrost @vaquero_rockero @Joako00 @Manriqueirving @ANPNL05 De mi no vas a estar hablando hdlch 
mykelhateclub, Fri Apr 24 06:20:24 +0000 2020, -118.411907, 34.020789, @elenuuh @playboicarti that shit gone 
SunSharonn, Fri Apr 24 06:20:24 +0000 2020, -79.272570, 43.629311, @chinjokuu @teniszn @steph__ak I second this 😌 
RealNMarkova, Fri Apr 24 06:20:24 +0000 2020, -82.818818, 27.918723, @TheRealTGDJAM I mix old school psychology with newer stuff, half Japanese, half American 
kenziroze, Fri Apr 24 06:20:25 +0000 2020, -115.135165, 36.060964, @leenarawk8 &amp; by the way I was just scrolling through your profile I’m so proud of your growth! Your killing it gorgeous 
NettieOliver7, Fri Apr 24 06:20:25 +0000 2020, -119.636950, 36.306007, @SteveSchmidtSES LügenCoronaPresser/rallies 
pierceabatista, Fri Apr 24 06:20:25 +0000 2020, -90.110051, 29.881880, Why kill yourself when there’s two good reasons to stay alive right hereBet you feel stupid now don’t you https://t.co/bo4R5nPA7d 
brandonlasher1, Fri Apr 24 06:20:25 +0000 2020, -77.572455, 43.211767, @JuniorMoss0704 No 
alex_depewww, Fri Apr 24 06:20:25 +0000 2020, -121.439383, 38.410428, @snickellfritzzz 😳😳😳 
fishersnet51, Fri Apr 24 06:20:25 +0000 2020, -119.306608, 37.269176, Ayo this one took me out 🤣 
kimberlyn0702, Fri Apr 24 06:20:25 +0000 2020, -80.926628, 33.631140, i was honestly thriving when i tweeted this🤩🥺 
WillTCee, Fri Apr 24 06:20:25 +0000 2020, -97.135638, 32.701850, Got that first solo warzone win.. yessir!! https://t.co/HAPf1K0SVo 
samgelina_jolie, Fri Apr 24 06:20:25 +0000 2020, -77.604684, 41.117936, @marisapopsicles Oh I did.. on ft with my bf 😂😂 just wait til my “drunk words are sober thoughts” tik tok tomorrow 😬😂 
valehdzm18, Fri Apr 24 06:20:26 +0000 2020, -100.076888, 31.168893, Corazón sin cara 
NiaBadAF, Fri Apr 24 06:20:26 +0000 2020, -93.264500, 44.977400, GET YOURS ianmarcusco @ Minneapolis, Minnesota https://t.co/afJFd3jBHD 
sandra5ive8, Fri Apr 24 06:20:26 +0000 2020, -80.294893, 26.156619, Gained 20 lbs, thick af! Healthy as hell. DrUg. No stress. No drama. I love my man, love my step children and most… https://t.co/Mo78s1dGt8 
dandlionalchemy, Fri Apr 24 06:20:26 +0000 2020, -118.411907, 34.020789, covid is being blamed for killing industries -millennials were already accused of killing.., 
chelele8, Fri Apr 24 06:20:27 +0000 2020, -87.967292, 43.056722, Bro 
gvppie__, Fri Apr 24 06:20:27 +0000 2020, -76.704632, 39.154153, Men are so fucking weird bruh 
haylzoid, Fri Apr 24 06:20:27 +0000 2020, -97.781768, 32.752860, I have the crossmen 2015 closer stuck in my head but specifically the trumpet feature of the closer LOL 
whoissizzle, Fri Apr 24 06:20:27 +0000 2020, -81.068556, 29.190223, This that shit from Resident Evil lol 
fluctuatecth, Fri Apr 24 06:20:27 +0000 2020, -117.104989, 32.810012, And the live crashed 😂 
cc5191, Fri Apr 24 06:20:27 +0000 2020, -117.320879, 33.226316, @MeganMarieInSD @MarkFWilkens 😂 Is "p word" verbatim? 
infosrv, Fri Apr 24 06:20:27 +0000 2020, -73.574700, 45.504000, [15:20:27] 192.99.3.173:64524 &gt;&gt; :445 (TCP:SYN) 
o2b1cmk, Fri Apr 24 06:20:27 +0000 2020, -88.022231, 43.006113, @ScottsTots22 @bobert6er @gbmike @RobDemovsky Honestly, I think it was a horrible pick because I don’t believe in L… https://t.co/vXjmjjSFfL 
kaos19juice, Fri Apr 24 06:20:27 +0000 2020, -79.611721, 44.113095, @FantasyPros It would really suck to have pick 1.02 at this point unless in superflex, CEH is by far pick 1.01 with… https://t.co/Fmj02Ibizm 
guszillaaa, Fri Apr 24 06:20:27 +0000 2020, -95.446486, 29.838495, @thejmblya https://t.co/gDQgOzGoib 
RyanBoyle25, Fri Apr 24 06:20:27 +0000 2020, -71.444080, 42.971199, You got paid to make Stuber, I offer that production company 
IceManRosenberg, Fri Apr 24 06:20:27 +0000 2020, -118.411907, 34.020789, Now we're talking. 
marvin_hill123, Fri Apr 24 06:20:27 +0000 2020, -82.306723, 27.827367, @xXGeJaMoXx @PhilipPower13 @spiralwrap @8BrianVogel4 @PPPTCE @Julie82902847 @Consofcooking1 @ForgottenSaint3… https://t.co/t5dGH0xyxP 
baralheia, Fri Apr 24 06:20:27 +0000 2020, -97.518428, 35.403250, I absolutely, positively agree with this!  https://t.co/t2FQATo8nO 
Miss_Culpepper, Fri Apr 24 06:20:27 +0000 2020, -80.263517, 26.124507, My Dad was drafted in 1999 1st Round 11th Pick! #dreamsdocometrue Congrats to Y’all Draft Picks! #NFLDraft2020 https://t.co/hgJcUN9uBR 
DeezyBlancoo, Fri Apr 24 06:20:28 +0000 2020, -93.809434, 32.461107, @TiyaraChanel Quit playing ‼️ 
idiotxbliss, Fri Apr 24 06:20:28 +0000 2020, -81.958201, 42.163991, in case you needed another reason to love the rival mob.. it's this first vocal. incredible. https://t.co/wUucgekP7p 
Me_OtraVez, Fri Apr 24 06:20:28 +0000 2020, -97.066849, 33.139930, @Gaonga @Natutyn @ClauKarma @Isabellarulis @Regia_Pam @Margari52874307 @JuanDaz97023262 @Distrito56 @GatitaFacha… https://t.co/ajZaEjLF9S 
docuvixen, Fri Apr 24 06:20:28 +0000 2020, -74.006400, 40.714200, #Frontlines #NewYork 👉🏿👉🏿👉🏿Posted withregram • @ajplus "Tomorrow is going to be tough, because I'm going to home-sc… https://t.co/lR5pxmwvsp 
maeedagoat, Fri Apr 24 06:20:28 +0000 2020, -86.793917, 33.542237, think i was born annoyed. when i say i hate everybody, i be deadass 
infosrv, Fri Apr 24 06:20:28 +0000 2020, -83.713300, 42.273400, [15:20:27] 198.108.67.109:36729 &gt;&gt; :30083 (TCP:SYN) 
SofieSpeaks, Fri Apr 24 06:20:29 +0000 2020, -93.361321, 46.441861, sad that ppl are so quick to judge. they don’t give ppl who are hurting an opportunity to be real. and so, they kee… https://t.co/S2QrEY6zmS 
properlyloved, Fri Apr 24 06:20:29 +0000 2020, -83.545219, 35.879209, I got: Going for a walk with your best friend and attempting to outrun the rain https://t.co/Wt96cD8edR 
WhoYaWhit, Fri Apr 24 06:20:29 +0000 2020, -90.178695, 38.565773, Support me baby. 
PaulSkrbina, Fri Apr 24 06:20:29 +0000 2020, -86.791549, 36.200008, @BMcCarthy32 Is that healthy? 
the_jalenmc, Fri Apr 24 06:20:29 +0000 2020, -79.861034, 35.170499, apologies for the messiness, i was trying to make a tweet that showed the impact of another tweet. clearly the twee… https://t.co/U79Po3D3yQ 
Hi_ImApril, Fri Apr 24 06:20:29 +0000 2020, -82.815236, 34.693922, These lil girlfriends was doing the most lmfao 
testastretta, Fri Apr 24 06:20:29 +0000 2020, -104.865688, 39.780196, Current status: injecting 10cc of bleach. TBH, it’s kinda cold and tingly. Bonus: I won’t have to floss for a fucking week. 
Enriconyc1, Fri Apr 24 06:20:29 +0000 2020, -73.968542, 40.780709, @Cummachine2002 I want to lick it 
mikeythedarklo1, Fri Apr 24 06:20:29 +0000 2020, -81.705467, 41.495940, @avlgoddess @mariabbw28 Anytime, love! 💜 
wendywuuuds, Fri Apr 24 06:20:29 +0000 2020, -73.849441, 40.850347, It drives my crazy 
rossy65, Fri Apr 24 06:20:29 +0000 2020, -120.583402, 44.145437, @lindarchilders Harbor freight Light coupon!Shine the light down your throat for 10 minutes to cure COVID19! https://t.co/26us2T8vds 
chitownescutie, Fri Apr 24 06:20:30 +0000 2020, -80.926628, 33.631140, @livinmylife87 @_Sasha_Marie Duhhh that's what i was asking if she seen it. Lol, I like it. I'mma get a shirt like that 😁 
_henryy_m, Fri Apr 24 06:20:30 +0000 2020, -118.411907, 34.020789, @yessyessyes Puro perreo alv 🥳😂 
DreKnows_x3, Fri Apr 24 06:20:30 +0000 2020, -112.124676, 33.552863, Do you think @realDonaldTrump has tried to hit the Toosie Slide?? 
mistermajesty4, Fri Apr 24 06:20:30 +0000 2020, -73.948775, 40.655138, decided to stan even harderrrrr 
geezfries, Fri Apr 24 06:20:30 +0000 2020, -73.971880, 40.889550, There is a lack of Bokuaka content on my  feed and this is unacceptable 
navgirl63, Fri Apr 24 06:20:30 +0000 2020, -80.149173, 26.150368, @katebarstool @pptsapper 😼 
JorgeCarmonna, Fri Apr 24 06:20:30 +0000 2020, -98.540651, 29.417501, Me and my girl we’ve been watching 90 days Fiancé and I can’t tell all that people are crazy man. 
infosrv, Fri Apr 24 06:20:30 +0000 2020, -73.574700, 45.504000, [15:20:30] 192.99.3.173:64524 &gt;&gt; :445 (TCP:SYN) 
f3rnandoll, Fri Apr 24 06:20:30 +0000 2020, -117.412405, 34.000125, @Julioo315 How woke are you? 
thepavel, Fri Apr 24 06:20:30 +0000 2020, -122.877527, 45.552215, "Some experts also recommended not immediately implementing his suggestion to 'just nuke the virus'" 
ChopoTrill, Fri Apr 24 06:20:30 +0000 2020, -96.913053, 32.647124, It’s an app called “self” that can literally help you build ya credit up by depositing your money (you can set it t… https://t.co/BgHVizIvRu 
CAL9487, Fri Apr 24 06:20:30 +0000 2020, -119.319526, 36.319486, I just wanna go to TJ again 😩 
bethbiles, Fri Apr 24 06:20:30 +0000 2020, -81.402347, 28.299371, @mariahhmilller we do be missing the prettiest girl in school tho https://t.co/1zEol9Ogcf 
mica_ward14, Fri Apr 24 06:20:31 +0000 2020, -106.417430, 31.793368, https://t.co/ws3hhqvE1K 
BTOM329, Fri Apr 24 06:20:31 +0000 2020, -75.605775, 39.959930, @_CeeDeeThree @Chris_Mitchlll Get used to hit buck, you in the league now 
metzkergabriela, Fri Apr 24 06:20:31 +0000 2020, -74.184848, 40.734494, @matheussadi_ bem q eu queria viu to sem chá ha dias 😭😭😭 
TravisDBoyce, Fri Apr 24 06:20:31 +0000 2020, -104.735476, 40.414496, @ladyquixotic @sarahcpr @drunkhistory 
Thomas_Hughes__, Fri Apr 24 06:20:31 +0000 2020, -111.560519, 33.198235, @Horrrrrta gagging at this 
syd_naynay, Fri Apr 24 06:20:31 +0000 2020, -121.979527, 37.523645, Deer God, please continue to give me the strength to finish these last three weeks of school. 
AVONLADY911, Fri Apr 24 06:20:31 +0000 2020, -118.411907, 34.020789, I love you dress @JLo ! 
Kiaxet, Fri Apr 24 06:20:32 +0000 2020, -118.411907, 34.020789, Good lord Crim really is a shonen protagonist. This is *hysterical*.He just. Does not fit with the tone of this show at all. I love it. 
k4mmryn, Fri Apr 24 06:20:32 +0000 2020, -91.401008, 30.937336, i need a good laugh somebody call me or something DAMN .. 
sicksadgirlll, Fri Apr 24 06:20:32 +0000 2020, -118.411907, 34.020789, I have just discovered a Bob Ross channel on my tv 🙏🏽🙏🏽🙏🏽🙏🏽 
Charlot31041072, Fri Apr 24 06:20:32 +0000 2020, -79.774039, 44.717253, @dogdaysinitaly @OrchestraDog @Darcie212 @MadMaya5 @NeddlePeddle @jamessbond20 @daisy_pom @DoodleNessa… https://t.co/WTkXKyuAWA 
Bry_Ayy, Fri Apr 24 06:20:32 +0000 2020, -118.411907, 34.020789, My whole mood this weekend 
cindrianna, Fri Apr 24 06:20:32 +0000 2020, -77.236969, 38.805115, @austere1A @DrHoffman18 EXACTLY 
nickxvillaz, Fri Apr 24 06:20:32 +0000 2020, -80.385749, 25.596807, Obsessed with Jesus (ft. Kim Kardashian) ... 
Goal__Diggah, Fri Apr 24 06:20:33 +0000 2020, -75.117998, 40.004866, @LakerGangDay  I hope I make my new gf happy 
jdouglaslittle, Fri Apr 24 06:20:33 +0000 2020, -123.123581, 49.257639, @peterdaou The best reps of the USA working class are the unions. AFL-CIO priorities are generally clear. The leade… https://t.co/FFm66C3nF8 
SmileAwhile242, Fri Apr 24 06:20:33 +0000 2020, -76.593943, 24.074967, @King_Deem This eat ass hey? 
TaiChalla, Fri Apr 24 06:20:33 +0000 2020, -122.362414, 37.948843, But carry on, beloved. 
tr1lla_van1lla, Fri Apr 24 06:20:33 +0000 2020, -121.716454, 37.931388, @Mr_bckontop that lil bow 🥺❤️ i love when bb girls have little hair but they got those lil cute bows, reminds me of… https://t.co/XYMBMnTt15 
gogriffsgo32, Fri Apr 24 06:20:33 +0000 2020, -78.853563, 42.896230, @ProFootballTalk State Farm? 
MargieDalton, Fri Apr 24 06:20:33 +0000 2020, -87.732013, 41.833585, @donna_adler @jdwakefield @GaleTStrong @Budadoptedus @HuffPostPol Thank you 😁😄😀 https://t.co/o8vy4KwXl2 
Bryant0723, Fri Apr 24 06:20:33 +0000 2020, -118.411907, 34.020789, @xojovixo Jesus 
ashcamile, Fri Apr 24 06:20:34 +0000 2020, -118.346153, 33.953633, is it really that bad lmao ? ian even listen yet . 
UniGod3, Fri Apr 24 06:20:34 +0000 2020, -95.508925, 29.574284, @TheOfficialJLee U know it 
SuzeLanier, Fri Apr 24 06:20:34 +0000 2020, -118.662606, 34.137260, @JimDeck59503918 Wishing you a speedy recovery! 
Braddock512, Fri Apr 24 06:20:34 +0000 2020, -118.411907, 34.020789, @SJ_Selina Psst. PTO. Pass it on. 
kedareall, Fri Apr 24 06:20:34 +0000 2020, -80.228552, 25.858557, :) 
PartyInMyCOOCH, Fri Apr 24 06:20:34 +0000 2020, -76.955799, 38.960842, Beauty supply stores are essential !! I repeat they are essential !!! ☹️ 
ZPalmer13, Fri Apr 24 06:20:34 +0000 2020, -117.849687, 34.135520, Album fire 
jamesjhaeck, Fri Apr 24 06:20:34 +0000 2020, -122.330602, 47.614817, @newbiedm https://t.co/2CyN91qwSa 
calonidas, Fri Apr 24 06:20:35 +0000 2020, -84.433106, 33.767195, Gunna * 
dre_lev_, Fri Apr 24 06:20:35 +0000 2020, -76.540993, 39.138486, He claims us 
HaysLife4, Fri Apr 24 06:20:35 +0000 2020, -80.846785, 35.209059, @jswigg_9 Or the injury bug will hit y’all this year cause it hit us hopefully y’all this year for sure 
Xoari9, Fri Apr 24 06:20:35 +0000 2020, -120.318829, 37.289189, @juleidii 😣😂😂 https://t.co/6oSpXnIw7L 
PaulSca78726761, Fri Apr 24 06:20:35 +0000 2020, -70.874225, 42.284516, @MSNBC Fuck Mitch his career is over 
bassbiz, Fri Apr 24 06:20:35 +0000 2020, -118.411907, 34.020789, @aholinsky baseball is the best schedule regulator. I miss it!!! 
bjrn_dvs, Fri Apr 24 06:20:35 +0000 2020, -122.110024, 47.485186, Oooweeee 
ICPDActivityBot, Fri Apr 24 06:20:35 +0000 2020, -91.537062, 41.647354, RP WAS CALLING FROM SAUCE PBX#20059851 
SamHooper, Fri Apr 24 06:20:35 +0000 2020, -95.446486, 29.838495, @ladyscrewlabour Bad luck. 
TheBuckStuff, Fri Apr 24 06:20:35 +0000 2020, -118.447840, 33.975245, @MikeJankolovits @ChuckMc09 @SEC @SEC_Chuck @NFLDraft Total stud. Clear cut best SEC player not-named-Burrow draf… https://t.co/Ri9NqVU2q4 
DEWEDDIE, Fri Apr 24 06:20:36 +0000 2020, -79.021309, 33.586553, And awfully pale.😳😅😆🤣😏😃😎👍 
SrRoseMovies, Fri Apr 24 06:20:36 +0000 2020, -118.408990, 34.006012, I would say unbelievable, but unfortunately he said it. Watch her face 
SOMMKENNEDY, Fri Apr 24 06:20:36 +0000 2020, -122.362414, 37.948843, I really thought this was another cartoon map about state pacts at first lmao https://t.co/3NWaxISNrg 
Chiefchinna, Fri Apr 24 06:20:36 +0000 2020, -73.831187, 40.670879, @Uche_xo12 Girl everyone else is 2s and 3s you are the 1 period 
hajimia_, Fri Apr 24 06:20:36 +0000 2020, -117.022463, 32.633767, @JoshuaM1141998 I dont have access to that anymore 
brendonmla, Fri Apr 24 06:20:36 +0000 2020, -118.007164, 33.900901, @Berniethecommy1 @Minirosemini1 @robreiner https://t.co/5tRXHJKmrE 
ESmithStevens, Fri Apr 24 06:20:37 +0000 2020, -73.639410, 41.050217, @amylorrainelong @Yamiche My friend's wife made this (I don't know her, otherwise would give her a shoutout!!)... https://t.co/xT2dOqroc8 
HIROMARO_usa, Fri Apr 24 06:20:37 +0000 2020, -118.351218, 33.833714, @hasuarukuni @qWQRL0ydP25KQOv 小野田議員様ありがとうございます感謝します 
DiegoQuirogaZ, Fri Apr 24 06:20:37 +0000 2020, -100.293591, 25.641718, @LIRIO_AG Ah, pero por la austeridad republicana habían recortado el presupuesto del @Conacyt_MX 
woods353, Fri Apr 24 06:20:37 +0000 2020, -73.831187, 40.670879, @CLewandowski_ @realDonaldTrump You Sir appeared both shaken and nervous at your Corona Rally...your political slip is showing... 
raggehboi, Fri Apr 24 06:20:37 +0000 2020, -157.963480, 21.400791, 🗑 
Dannakay720, Fri Apr 24 06:20:37 +0000 2020, -95.446486, 29.838495, MEG 😭 I still 💜 u tho https://t.co/P5jP8E67M8 
dumplingkicker, Fri Apr 24 06:20:37 +0000 2020, -118.411907, 34.020789, This has so much potential. They better not fuck it up. 
ajschmitty812, Fri Apr 24 06:20:38 +0000 2020, -122.551856, 47.111487, Group FT hangs with the queens @tooshabbey @PlainWhiteTJP https://t.co/CAuQc88GqS 
_NancyMD, Fri Apr 24 06:20:38 +0000 2020, -122.630908, 45.536402, This may have something to do with how in the Southern Hemisphere toilets flush in the opposite direction? Bonus po… https://t.co/dJK4ZQuWMX 
liberalprick70, Fri Apr 24 06:20:38 +0000 2020, -81.611450, 28.020476, Please Do Not Bathe In Clorox Like Cristina Cuomo Has Been Doinghttps://t.co/xRVHrQBhfT 
triggamanmike, Fri Apr 24 06:20:38 +0000 2020, -157.799589, 21.319944, @JacobMorley @Peter_Bukowski @KingCarlangas Love his form too: compact quick motion and can add RPMs easily 
mullins4jesus1, Fri Apr 24 06:20:38 +0000 2020, -80.894487, 35.476402, Look at this... 👀https://t.co/OcSVcAbCrL 
chineloyasin, Fri Apr 24 06:20:38 +0000 2020, -79.272570, 43.629311, @MrDalekJD Can’t lie, that looks insane!! 
gomezdr, Fri Apr 24 06:20:39 +0000 2020, -99.750556, 32.415051, #Shoe #Stretching - 5 #Tips How To Do it at #Home https://t.co/Ixoex5Mjc8 via @YouTube 
sovka, Fri Apr 24 06:20:39 +0000 2020, -122.023841, 37.378397, В фильме Дудя даже одного знакомого показали! Опять. 
karlathebamf, Fri Apr 24 06:20:38 +0000 2020, -106.417430, 31.793368, this app seems to be always right for some reason https://t.co/65alM9n2pW 
jacelynghebert, Fri Apr 24 06:20:39 +0000 2020, -100.076888, 31.168893, Holy cow, tomorrow is my niece and I’s birthday...SHES GOING TO BE 1 ALREADY 
